CÓDIGO,CST 00,CST 10,CST 20,CST 30,CST 40,CST 41,CST 50,CST 51,CST 60,CST 70,CST 90,DT INÍCIO,DT FINAL,DESCRIÇÃO,OBSERVAÇÃO,col_16
NULO,SIM,SIM,,,,,,,SIM,,SIM,2018-08-01 00:00:00,,SEM PREENCHIMENTO do cBenef,,
SEM CBENEF,,,,,,,,,,,SIM,2018-08-01 00:00:00,,Item sem cBenef e UF exige cBenef para o CST,"Informar a tag, preenchendo com o literal SEM CBENEF",
PR800000,,,,SIM,,SIM,,,,,,1082018,,Imunidade ou não incidência do imposto reconhecida judicialmente,Imunidade ou não incidência,
PR800001,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso I do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800002,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso II do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800003,,,,SIM,,SIM,,,,,,1082018,,Não incidência de que trata o inciso III do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800004,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso IV do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800005,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso V do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800006,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso VI do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800007,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso VII do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800008,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso VIII do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800009,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso IX do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800010,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso X do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800011,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso XI do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800012,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso XIII do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800013,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso XIV do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800014,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso XV do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800015,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso I do parágrafo único do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800016,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso II do parágrafo único do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800017,,,,,,SIM,,,,,,1082018,,Não incidência de que trata o inciso XII do “caput” do art. 3º do RICMS/2017,Imunidade ou não incidência,
PR800018,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme art. 140 do RICMS/2017,Não tributado,
PR800019,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme  inciso II do § 3º do art. 237 e art. 13 do Anexo VIII do RICMS/2017,Não tributado,
PR800020,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme § 5º do art. 237  do RICMS/2017,Não tributado,
PR800021,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme alínea 'b' do inciso I do § 11 do art. 237  do RICMS/2017,Não tributado,
PR800022,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme § 2º do art. 395  do RICMS/2017,Não tributado,
PR800023,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme  inciso I do art. 397  do RICMS/2017,Não tributado,
PR800024,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme  § 1º do art. 411  do RICMS/2017,Não tributado,
PR800025,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme  inciso II do § 2º do art. 411  do RICMS/2017,Não tributado,
PR800026,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme inciso II do art. 415 do RICMS/2017,Não tributado,
PR800027,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme inciso II do art. 416 do RICMS/2017,Não tributado,
PR800028,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme art. 419 do RICMS/2017,Não tributado,
PR800029,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme  alínea 'b' do inciso I do art. 425  do RICMS/2017,Não tributado,
PR800030,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme  inciso II do art. 425  do RICMS/2017,Não tributado,
PR800031,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme  alínea 'a' do inciso I do art. 430  do RICMS/2017,Não tributado,
PR800032,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme inciso II do art. 430  do RICMS/2017,Não tributado,
PR800033,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme  art. 439  do RICMS/2017,Não tributado,
PR800034,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme  § 3º do art. 440  do RICMS/2017,Não tributado,
PR800035,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme art. 472 do RICMS/2017,Não tributado,
PR800036,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme inciso I do art. 497 e alínea 'a' do inciso II do art. 499 do RICMS/2017,Não tributado,
PR800037,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme alínea 'a' do inciso I do § 1º  art. 497 e alínea 'c' do inciso II do art. 499 do RICMS/2017,Não tributado,
PR800038,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme alínea 'b' do inciso II do art. 499 e  inciso II do art. 499-A do RICMS/2017,Não tributado,
PR800039,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme art. 518 do RICMS/2017,Não tributado,
PR800040,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme inciso I do art. 518 do RICMS/2017,Não tributado,
PR800041,,,,,,SIM,,,,,,9092019,,Sem destaque do ICMS conforme arts. 538 e 539 do RICMS/2017,Não tributado,
PR800042,,,,,,SIM,,,,,,9092019,,"Sem destaque do ICMS conforme art. 578, 'caput' do RICMS/2017",Não tributado,
PR800043,,,,,,SIM,,,,,,9092019,,"Sem destaque do ICMS conforme art. 578, § 4º, inciso II, item 2, do RICMS/2017",Não tributado,
PR800044,,,,,,SIM,,,,,,9092019,,"Sem destaque do ICMS conforme Anexo VIII, arts. 8º, inciso I, alínea 'c', e 9º, inciso I, do RICMS/2017",Não tributado,
PR800045,,,,,,SIM,,,,,,9092019,,"Sem destaque do ICMS conforme Anexo IV, Subanexo II, arts. 31 e 33,do RICMS/2017",Não tributado,
PR800046,,,,SIM,,SIM,,,,,,9092019,,"Sem destaque do ICMS conforme Anexo IV, Subanexo I, art.14, do RICMS/2017",Não tributado,
PR800047,,,,,,SIM,,,,,,1122019,,"Imunidade por se tratar de operação equiparada a exportação, descrita no item 50 do Anexo V do RICMS/2017, conforme Consulta nº 052/2018 do Setor Consultivo da REPR.",Imunidade,
PR809997,,,,,,SIM,,,,,,1122019,,Não incidência reconhecida em solução de consulta do Setor Consultivo da REPR/IGT,Não tributado,
PR809998,,,, ,,SIM,,,,,,9092019,,Operação ou prestação não tributada sem código específico,Imunidade ou não incidência,
PR809999,,,,SIM,,SIM,,,,,,1082018,,Não Incidência prevista em regime especial e/ou programa de incentivo,Isenção,
PR810000,,,,SIM,SIM,,,,,,,1082018,,Isenção do pagamento do imposto reconhecida judicialmente,Isenção,
PR810001,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 1 do Anexo V do RICMS/2017,Isenção,
PR810002,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 2 do Anexo V do RICMS/2017,Isenção,
PR810003,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 3 do Anexo V do RICMS/2017,Isenção,
PR810004,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 4 do Anexo V do RICMS/2017,Isenção,
PR810005,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 5 do Anexo V do RICMS/2017,Isenção,
PR810006,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 6 do Anexo V do RICMS/2017,Isenção,
PR810007,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 7 do Anexo V do RICMS/2017,Isenção,
PR810008,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 8 do Anexo V do RICMS/2017,Isenção,
PR810009,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 9 do Anexo V do RICMS/2017,Isenção,
PR810010,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 10 do Anexo V do RICMS/2017,Isenção,
PR810011,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 11 do Anexo V do RICMS/2017,Isenção,
PR810012,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 12 do Anexo V do RICMS/2017,Isenção,
PR810013,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 13 do Anexo V do RICMS/2017,Isenção,
PR810014,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 14 do Anexo V do RICMS/2017,Isenção,
PR810015,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 15 do Anexo V do RICMS/2017,Isenção,
PR810016,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 16 do Anexo V do RICMS/2017,Isenção,
PR810017,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 17 do Anexo V do RICMS/2017,Isenção,
PR810018,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 18 do Anexo V do RICMS/2017,Isenção,
PR810019,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 19 do Anexo V do RICMS/2017,Isenção,
PR810020,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 20 do Anexo V do RICMS/2017,Isenção,
PR810021,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 21 do Anexo V do RICMS/2017 e no art. 1º da Lei nº 14.978/2005,Isenção,
PR810022,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 22 do Anexo V do RICMS/2017,Isenção,
PR810023,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 23 do Anexo V do RICMS/2017,Isenção,
PR810024,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 24 do Anexo V do RICMS/2017,Isenção,
PR810025,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 25 do Anexo V do RICMS/2017,Isenção,
PR810026,,,,SIM,SIM,,,,,,,1082018,,Isenção prevista no item 26 do Anexo V do RICMS/2017,Isenção,
PR810027,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 27 do Anexo V do RICMS/2017,Isenção,
PR810028,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 28 do Anexo V do RICMS/2017,Isenção,
PR810029,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 29 do Anexo V do RICMS/2017,Isenção,
PR810030,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 30 do Anexo V do RICMS/2017,Isenção,
PR810031,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 31 do Anexo V do RICMS/2017,Isenção,
PR810032,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 32 do Anexo V do RICMS/2017,Isenção,
PR810033,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 33 do Anexo V do RICMS/2017,Isenção,
PR810034,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 34 do Anexo V do RICMS/2017,Isenção,
PR810035,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 35 do Anexo V do RICMS/2017,Isenção,
PR810036,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 36 do Anexo V do RICMS/2017,Isenção,
PR810037,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 37 do Anexo V do RICMS/2017 e no art. 1º da Lei nº 14.773/2005,Isenção,
PR810038,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 38 do Anexo V do RICMS/2017,Isenção,
PR810039,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 39 do Anexo V do RICMS/2017,Isenção,
PR810040,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 40 do Anexo V do RICMS/2017,Isenção,
PR810041,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 41 do Anexo V do RICMS/2017,Isenção,
PR810042,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 42 do Anexo V do RICMS/2017,Isenção,
PR810043,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 43 do Anexo V do RICMS/2017,Isenção,
PR810044,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 44 do Anexo V do RICMS/2017,Isenção,
PR810045,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 45 do Anexo V do RICMS/2017,Isenção,
PR810046,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 46 do Anexo V do RICMS/2017,Isenção,
PR810047,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 47 do Anexo V do RICMS/2017,Isenção,
PR810048,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 48 do Anexo V do RICMS/2017,Isenção,
PR810049,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 49 do Anexo V do RICMS/2017,Isenção,
PR810050,,,,,SIM,,,,,,,1082018,2019-12-01 00:00:00,Isenção prevista no item 50 do Anexo V do RICMS/2017,Isenção,
PR810051,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 51 do Anexo V do RICMS/2017,Isenção,
PR810052,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 52 do Anexo V do RICMS/2017,Isenção,
PR810053,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 53 do Anexo V do RICMS/2017,Isenção,
PR810054,,,,SIM,SIM,,,,,,,1082018,,Isenção prevista no item 54 do Anexo V do RICMS/2017,Isenção,
PR810055,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 55 do Anexo V do RICMS/2017,Isenção,
PR810056,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 56 do Anexo V do RICMS/2017,Isenção,
PR810057,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 57 do Anexo V do RICMS/2017,Isenção,
PR810058,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 58 do Anexo V do RICMS/2017 e no art. 1º da Lei nº 14.959/2005,Isenção,
PR810059,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 59 do Anexo V do RICMS/2017,Isenção,
PR810060,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 60 do Anexo V do RICMS/2017,Isenção,
PR810061,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 61 do Anexo V do RICMS/2017,Isenção,
PR810062,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 62 do Anexo V do RICMS/2017,Isenção,
PR810063,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 63 do Anexo V do RICMS/2017,Isenção,
PR810064,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 64 do Anexo V do RICMS/2017,Isenção,
PR810065,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 65 do Anexo V do RICMS/2017,Isenção,
PR810066,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 66 do Anexo V do RICMS/2017,Isenção,
PR810067,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 67 do Anexo V do RICMS/2017,Isenção,
PR810068,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 68 do Anexo V do RICMS/2017,Isenção,
PR810069,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 69 do Anexo V do RICMS/2017,Isenção,
PR810070,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 70 do Anexo V do RICMS/2017,Isenção,
PR810071,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 71 do Anexo V do RICMS/2017,Isenção,
PR810072,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 72 do Anexo V do RICMS/2017,Isenção,
PR810073,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 73 do Anexo V do RICMS/2017,Isenção,
PR810074,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 74 do Anexo V do RICMS/2017,Isenção,
PR810075,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 75 do Anexo V do RICMS/2017,Isenção,
PR810076,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 76 do Anexo V do RICMS/2017,Isenção,
PR810077,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 77 do Anexo V do RICMS/2017,Isenção,
PR810078,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 78 do Anexo V do RICMS/2017,Isenção,
PR810079,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 79 do Anexo V do RICMS/2017,Isenção,
PR810080,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 80 do Anexo V do RICMS/2017 e no art. 1º da Lei nº 14.586/2004,Isenção,
PR810081,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 81 do Anexo V do RICMS/2017,Isenção,
PR810082,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 82 do Anexo V do RICMS/2017,Isenção,
PR810083,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 83 do Anexo V do RICMS/2017,Isenção,
PR810084,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 84 do Anexo V do RICMS/2017,Isenção,
PR810085,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 85 do Anexo V do RICMS/2017,Isenção,
PR810086,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 86 do Anexo V do RICMS/2017,Isenção,
PR810087,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 87 do Anexo V do RICMS/2017,Isenção,
PR810088,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 88 do Anexo V do RICMS/2017,Isenção,
PR810089,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 89 do Anexo V do RICMS/2017,Isenção,
PR810090,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 90 do Anexo V do RICMS/2017,Isenção,
PR810091,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 91 do Anexo V do RICMS/2017,Isenção,
PR810092,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 92 do Anexo V do RICMS/2017,Isenção,
PR810093,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 93 do Anexo V do RICMS/2017,Isenção,
PR810094,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 94 do Anexo V do RICMS/2017,Isenção,
PR810095,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 95 do Anexo V do RICMS/2017,Isenção,
PR810096,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 96 do Anexo V do RICMS/2017,Isenção,
PR810097,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 97 do Anexo V do RICMS/2017,Isenção,
PR810098,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 98 do Anexo V do RICMS/2017,Isenção,
PR810099,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 99 do Anexo V do RICMS/2017,Isenção,
PR810100,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 100 do Anexo V do RICMS/2017,Isenção,
PR810101,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 101 do Anexo V do RICMS/2017,Isenção,
PR810102,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 102 do Anexo V do RICMS/2017,Isenção,
PR810103,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 103 do Anexo V do RICMS/2017,Isenção,
PR810104,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 104 do Anexo V do RICMS/2017,Isenção,
PR810105,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 105 do Anexo V do RICMS/2017,Isenção,
PR810106,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 106 do Anexo V do RICMS/2017,Isenção,
PR810107,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 107 do Anexo V do RICMS/2017,Isenção,
PR810108,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 108 do Anexo V do RICMS/2017,Isenção,
PR810109,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 109 do Anexo V do RICMS/2017,Isenção,
PR810110,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 110 do Anexo V do RICMS/2017 e no art. 1º da Lei nº 15.457/2007,Isenção,
PR810111,,,,,SIM,,,,,,,1082018,2019-09-30 00:00:00,Isenção prevista no item 111 do Anexo V do RICMS/2017 e no art. 1º da Lei nº 17.557/2013,Isenção,
PR810112,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 112 do Anexo V do RICMS/2017,Isenção,
PR810113,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 113 do Anexo V do RICMS/2017,Isenção,
PR810114,,,,,SIM,,,,,,,1082018,,Isenção prevista no item 114 do Anexo V do RICMS/2017,Isenção,
